review,sentiment
Boğacalar bayat altı yanık güvec pide berbat hayatımda böyle kötü bir dere otulu görmedim defalarca ısıtılmış altı kalın yanık tabaka olmuş ürünleri döktük.,0
Güzel.,1
Abi bak patates ağızımı kesiyordu sosisi güzeldi ama başka bi olayı yoktu sosili yendim sanki.,0
Teşekkürler.,1
Vasat.,0
"Çok hızlı ve sıcak geldi. Tam tahıllı ekmeğiniz efsaneydi, sosis çok az daha soslu olup ekmekğe kendi lezzetini verebilir. Çok doyurucu ce paket içeriği özenliydi. Donut harika, hamur içine marmelat veya reçel ilavesi çok daha başarılı sonuçlar çıkarabilir. Sandviç kırmızı çizgimizdir :) tebrikler.",1
Mükemmel.,1
Ekmek bi garipti ama güzeldi.,1
Kurye yeri adam akıllı bulsaydı 1buçuk saat sürmeseydi iyiydi.,0
"Tavuk kokuyordu, ve sinir doluydu. Derisi de üzerindeydi hiç beğenemedik.",0
"Bakırköy şubesi ile alakası yok, 1 saate yakın sürdü gelmesi ve etler düzgün doğranmamış ve pişmemişti. Yiyemedik.",0
Milkshake bildiğiniz dr. Oetkerin hazır milkshakei. Sakın söylemeyin.,0
Yorumlara bakarak sipariş verdim keşke vermeseydim kurufasulye yi çorba şansım su içinde yuzuyodu.,0
Ben hayatimda malzemeyi bu kadar bol kullanan baska bir yer gormedim lezzetine zaten soylenecek soz yok mukemmel bir tavuk donerdi cok tesekkur ediyorum size.,1
Karışık tost söyledim bigram kaşar gerisi sucuk basılmış sucuk da o kadar acıydı ki yiyemedim (sucuklu istesem karışık söylemem acı sevsem acılı olsun derdim).,0
Çorba sıcak ve lezzetliyditavuk dürüm ise ayrı bir güzeldiellerinize sağlık aynı kalite de devam hayırlı işler.,1
10 numara.,1
"Tavuk döner dürüm olarak söyledik ancak et ayrı, malzemeler ayrı, ekmek ayrı geldi.",0
Tadı hiç değişmeyen pilav yaa.,1
"Hijyen konusunda biraz daha dikkatli olmanizi onerebilirim, yine de elinize saglik.",0
Tavuklar bayattı muhtemelen joker söylediğimiz için öyle geldi jokerde tavsiye etmiyorum.,0
Gayet güzeldi elinize kolunuza sağlık.,1
Plasil yemiş gibi.,1
Soğuk ve baya geç geldi.,0
"Çok lezzetliydi, ilk defa buradan sipariş verdik beklemiyorduk bu kadarını. Hem de bu karda kışta hızla getirdiker sağolsunlar.",1
"Tadi cok kotuydu, joker soyledik diye malzemeyi kismislar.",0
15 dakika da siparis geldi. Beytullah beye cok tesekkurlerayrica guleryuzunden cok nemnun kaldikpideler ise uzun zaman sonra yedigim en guzel pidelerdibundan sonra favori pidecim sizsiniz.,1
Lahmacunlar soğuk etli ekmekte hiç lezzet yoktu bidahada söylemem.,0
Mükemmel.,1
"Siparişimi getiren kişiye puanım 10 nezaketinden dolayı, hızlı da getirildi fakat verdiğim lahmacun siparişimde ki sorun lahmacun da bulunmayan kıyma idi. Sanki bir sos hazırlanmış o sürülmüş gibiydi ciğköfte sosuna benzer bi sostu üzülerek lezzete 1 puan vermek zorundayım.",0
Harika lezzet sıcak geldiii.,1
2 cheeseburger sipariş etmiştim biri güzeldi ancak diğerinin köftesi gerçekten çiğdi.,0
Kuryede çalışan arkadaşa (emir) teşekkür ederim çok hızlı ve sıcak getirdi. Burger çok güzeldi.,1
Ördek yenicek gibi değil menüden kaldırsanız daha iyi.,0
"Ördek tamamen kırpıntı ettendi, ağır bir yağla kızarmıştı, ördek yerine lastik gibi kızartma yedik diğerleri de vasatın altındaydı.",0
"Kurye çok tatlı, aşırı hızlı, resmen soğusun diye yemek bekledim açtıktan sonra paketi.",1
Deniz urunleri corbasindan bir kasik alabildim baya kotuydu tadi.,0
Gerçekten çok kötü. En azından youtubedan zencefilli çıtır tavuk videolarını izleselerdi yenebilir bir şeyler yaparlardı en azından. Hepsini çöpe attık.,0
Pirinçleri çok yumusaktı roll için.,0
Herşeyi ile mükemmel.,1
Berbatt.,0
Sürekli sipariş verdiğimiz yer güzel ve kaliteli ellerine sağlık böyle devam.,1
Kupkuru dürümler. Birdaha asla sipariş vermem.,0
Harika.,1
Simdiye kadar yediğim lezzetli tavuklarin arasina girdi herseyle mukemmeldi tesekkurler.,1
Lezzetli ve sıcak geldi porsiyon da gayet doyurucu elinize sağlık.,1
"Tavuk çok lezzetsiz geldi, salata çok sıradan ve beklemişti sanırım. Daha önceden çok keyif aldığım bir yerdi sanırım birşeyleri bozmuşlar.",0
Kalmış gibiydi yanmıştı resmen midemizi bozdu.,0
Hiz ve lezzet çok iyi.,1
Yanlış yere şipariş göndermişler kat 0 yazıyorum kendileri 4 kat bırakıyorlar.,0
Tuz sıkıntısı vardı gönderdiğinizde sıcaktan mahvolmuş geri kalan her şey güzeldi.,1
Kurye insan ilişkilerinde 0.,0
Hayatımda yediğim en kötü kızarmış piliçti.,0
Siparişim akşam 1945 için istemiştim ancak pizzalar 18 gibi geldi. Hava cok yagmurlu oldugu için kuryeye acıdım ve siparişi geri iade etmedim ve teslim aldım. Sonra tekrar ısıtıp yedik.,1
Sıcacık geldi ve çok lezzetliydi. Gerçek bir pizza keyfi yaşadım. Teşekkürler.,1
Tadi hizi ve personel kotuydu.,0
Buz gelmesine rağmen harikaydı tadı. Bayıldım! Ellerinize sağlık.,1
Diğer pizzalarda kullanılan tavuk yada hindiden yapılmış ürünler kullanmadığınızdan lezzet süper.,1
İyiydi.,1
75 dakika sonra geldi ve pizza buz gibiydi. Hayatımda gördüğüm en kötü işletme...,0
Hamur pizza için pek uygun değil. Şayet aynı hamur pide için kullanılsa muazzam bir pide olurmuş. Daha dolgun bir hamur ve daha kaliteli malzemeler kullanılırsa başarılı olacağını düşünüyorum. Şimdilik memnun kalmadım ama ileride bir şans daha vereceğim bu yeni işletmeye.,0
İkram için teşekkür ederiz :).,1
Profitorolun hamuru biraz bayatti. Onun haricinde sosu falan iyiydi.,1
Getirilen ürün 1 gün sonra bozuldu kaç gündür dolabınızda bekliyodu açıkcası çok merak ettim.,0
Her zamanki gibi taze ve lezzetli.,1
Gerçekten kotuydu adana durum. Soda istemiştim yoktu. Unutuldu herhalde.,0
Ürünlerin lezzeti harika. Siparis teslimi de oldukça hızlı. Ellerinize sağlık ustam.,1
Malesef ucuz diye da yok.,0
Sucuk kalitesiz ve yağı insanın ağzını dolduruyor. Eskiden neco gayet başarılıydı sucuk konusunda şuan gayet lezzetsiz..,0
Cok küçük incecik doğurmadı bile gram.,0
Gözü kapalı sipariş verilebilecek bir yer ne zaman dışarıdan yemek söylüycek olsam aklıma ilk gelen yer tavuk şiş özellikle muhteşem.,1
İyiydi.,1
Güzeldi ancak hamburger köfte az pişmişti.,1
Su menuye pilav yakışırdı.,1
İlk siparişimdi ekmek arası söylememe rağmen gayet özenli ve hızlı geldi yanına ikram patates kızartması göndermişler çok teşekkür ediyorum.. Sadece fırın sütlaça biraz dikkat pirinçler az pişmişti :).,1
Berbatt gerçekten kocaman kaba koymayın bari iki parça yemeği 0 puan hakkı.,0
3 tane köfte 1 tane ufacık tavuğa 20 tl ödedim. Kocaman pakete küçücük bi menü koymuşlar ayrıca 50 dk da geldi. Kesinlikle bir daha sipariş vermem.,0
"Üzerine basa basa not kısmına geçen sefer ketçap mayonez gelmemişti ve patatesler pişmemişti biraz dikkat edebilir misiniz yazdım, inat yapar gibi yine ketçap mayonez koymadılar ve yine patatesleri pişmemiş geldi. Bravo müşterilerin notlarını bu şekilde önemsemeye devam edin.",0
10 çöp şiş efsaneydi elinize sağlık.,1
Çorbaları normalde çok güzdi ama bu gün yanıl kokuyordu.,0
1 bucuk saat sonra tatsiz tuzsuz soğuk bi yemek geldi. Teşekkürler(! ).,0
Güzeldi.,1
Emeğinize sağlık hakkını veriyorsunuz bu işin.,1
"Ellerinde kalmayan urunun de parasini almaya calistilar, biz pesine dusmesek ne ariyorlar ne de alternatif vermeye calisiyorlar. Sonraki siparisinizde getiririz gibi sacma bisey soylediler biz ulasinca. Tavuklar da baharitsiz ve tatsizdi emsallerine gore. Bir daha siparis verilecek yer degil.",0
Lezzet fiyat gercekten harika sadece su hamburger ekmeginiz nasil her seferinde soguk oluyor onu anlamiyorum ellerinize saglik.,1
Şahane tavuklar. Ekmek çok güzel. Hot wings üstüne acı sos dökülerek geliyor. Üstünde sıvı olduğu için yumuşuyor. İçinden acılı dışı kıtır olsa daha mükemmel olabilirdi.,1
"Bu kadar karlı havada bile 20 dkda geldi. 8li nugget her zamanki gibi çok lezzetliydi, tek eleştirim patateslerin biraz yavan olması yönünde. Baharat vs gibi şeyler de olsa efsane olur.",1
"Daha iyi bir patates yemedim. Muazzam ötesiydi patatesler. Burger de çok güzel ve doyurucu. Ama burgerin ekmekleri mi dolaptan çıkıyor, coleslav mı çok soğuk, peyniri mi az bilemediğim bi sıkıntısı var. Tavuk biraz daha çıtır olabilir bence. Yanlış anlaşılmasın, şuan zaten muazzam herşey.",1
Hızlı sicak.,1
Çok hızlı takip sisteminiz güzel tursusu ayrı güzel.,1
Müşteri memnuniyeti yok.,0
Yemek 1 saatte geldi ve buz gibiydi yemegi yemedik.,0
Kendi yiyemeyeceğiniz kadar soğuk olan ürünleri müşterinizede göndermeyin lütfen. 1 km mesafeden 1 saat 20 dk ya gelen bir yemeğin malesef lezzeti falan kalmıyor.,0
"Siparişim soğuk gelmesine rağmen çok lezzetliydi. İçeceğimi de unuttuğunuz için 1, er puan kırdım. Yine de çok teşekkürler. Ellerinize sağlık.",1
Elinize sağlık.,0
Hepsi bayattı.,0
Sodexo odemesi ile plan siparişten nakit alıyorlar.,0
2 ürün istedim 1 tane geldi. Ürün kalmamış? Ve bayatti.,0
"Bi sipariş veriyoruz, sonra arıyorsunuz ve o yok bu yok diyorsunuz. Tamam diyoruz, olanlardan şu olsun sonra ürün geliyor ve bizim ne sipariş verdiğimiz ne de telefonla teyit ettiğiniz.. Madem kendi bildiğinizi göndereceksiniz göndermeyin kardeşim. Elindeki ürün bitsin diye olmaz bu iş...",0
Bogurtlenli cilolatali pastanin bogurtleni cok az ve cikolatasi sanki basit bir cikolata gibiydi 67. 5 tl verdigim pastaya 80 lira verebilirm daha kaliteli malzeme olmasi icin.,0
Gayet güzel ve lezzetliydi yanına hediye olarak koyduğunuz kurabiyeler için teşekürler.,1
Merhaba yemeklerinizi çok beğeniyorum umarım hep böyle devam edersiniz ahçınızın emeğine ve ellerine sağlık.,1
Cok kotu.,0
Uzun zamadir yemek yedigim ve takdir ettigim bir yer. Pandemide yemek sepetinde gorunce sevindim ancak dun gelen pideli kofte den bir parca aldim ve hemen cope attim yazik hemen menuden cikarin lutfen. Puan bile veremedim. Ayrica niye plastik catal bicak takimi ve pipet lutfen koyunuz.,0
Kadınbudu köfte ve firin makarna söyledim. Fırın makarna aksam yemegim oldu. Fotosunu insanların fikri olsun diye özellikle çektim. Ellerinize sağlık evden çalışıyorum ve sizin varlığınız beni mutfaktan soğuttu:))) sevgiler.,1
Begenmedim hic.,0
"Hayatım da yediğim daha doğrusu yiyemediğim en kötü pizzaydı, aşırı ağır kokuyordu,.",0
Cok iyi ellerinize saglik süpersiniz lezzet cok iyi.,1
10 gün oldu söyleyeli şimdi yorum yapabiliyorum ama herşeyi güzeldi tadı servis hızı.,1
"Burdan söylerim lezeti iyidir, fakat paket çok sıkıntılı geldi sosları akmıştı kabın dışına o biraz can sıkıcıydı.",1
Poğaçalarim yanlis gönderildi krepi hiç beğenmedim üzerinde ki beyaz sosu hiç sevmedim kafalarına göre koymuşlar yiyemedim resmen ıslak ıslak dökmeden önce sorma gereğinde bulunsalardi keşke hiç beğenmedim çok kötüydü..,0
"Nota dikkat etmisler, hizli ve lezzetli.",1
Kahvaltı çok güzel. Sadece pişiler fazla yağlı.,1
Böyle puanlama yaptığım için üzgünüm ama sevdiğim bir restorantın bu hale gelmesi sipariş geç geldi buz gibiydi ayrıca ellerinde olmayan ürün satışa açıktı arayan arkadaş başka bişeyler tavsiye etti taze olarak profiterol su gibi geldi ayrıca konuşma tarzı.,0
Yazmayı unutmuşum yollanan cheesecake resmen bozuktu 1 çatal bile alamadım resmen. Kontrol etmiyorsunuz veya bilerek bozuk yolluyorsunuz ürünleri böyle rezalet yok.,0
Çok güzel ve çok lezzetliydi hem sıcak hemde çok hızlı geldi teşekkür ederim her şey için.,1
Ayvalık tostu siparişimiz paketleme lezzet ve servis hızı mükemmeldi teşekkürler.,1
1 saat 20 dakikada geldi. Bari sıcak olsaydı. Buz gibiydi yiyemedim.,0
Tam 2 saat geç geldi sipariş verilmez..,0
Müthiş.,1
"Tavuklar soguk ve lezzetsizdi. Tender ve makarna olan secenegi secmeme ragmen haber vermeden siparisi degistirmisler, bayat patates ve cheddarli tavuk koymuslar. Paket serviste restoran gerçekten kötü, ellerinde ne varsa onu gondermişler.",0
Biraz daha dikkat lütfen. Lzeet ve hız çok iyidi.,1
"Poşetin altı kocaman yırtıktı, patatesler dökülmüştü, soğuktu ve dünden kalma gibiydi. Tavuk güzeldi, sosları beğenmedim.",0
Hızlı servisinden dolayı yunus beye teşekkürederim.,1
Çok geç geldi aşırı soğuktu ve tadını beğenmedik.,0
Lezzetli ve hızlı.,1
"Gelen tavuk kanatlar pişmemiş geldi, bulgur pilavı var diye söyledim ama pirinc geldi koku vardı.",0
Kuryeler hızlı döner kötü.,0
Beykozda tek ve mükemmel herkese tavsiye ederim.,1
10 numara 5 yıldız elinize sağlık.,1
Çok iyi be.,1
Kurye arkadaş tam dakikasında geldi hız gayet iyiydi fakat özellikle belirtmeme rağmen ketçap mayonez sıkılmamıştı soğan konulmamıştı ve kıvırcıklar ölüydü taze değildi sanırım pek tadı yoktu dönerin.,0
İçinde tavuk çok azdı.,0
Yemekler su gibi olmuştu ve çok soğuktu.,0
Lezzetli.,1
Doydum elinize emeğinize sağlık.,1
Yemeğim tam 1 saatde geldi allah affetsin ama rezaletti.,0
Verdiğim sipariş 1 saat 15 dakika sonra geldi gelmeden önce aradığımda şimdi çıktı sıcak ulaşır elinize denildi ama gelen sipariş buz gibiydi sanki buz dolabından çıkmış. Bazuka dürüm öyle kalın bir ekmeğe sarılmış ki hem soğuk hemde kalın olmakla birlikte ısırmak mümkün değil çöpe gitti.,0
"On numara, lezzetli ve hızlı.",1
Leziz ve güzel bir salata. Ellerinize sağlık.,1
Sadece cafe olarak islerken de cok basariliydi bu da guzel bir girisim olmus. Başarılarınızın devamini dilerim.,1
Çok hızlı ve güzeldi. Fettucini alfredo manyağı biri olarak buranın lezzetine bayıldım.,1
Yediğim en lezzetli tavuk burgerdi diyebilirim oldukça kısa sürede sıcacık geldi. Kullanılan ürünlerin hepsi çok lezzetli ve kaliteliydi. İyi ki sizi keşfettim sırada diğer lezzetleriniz var.,1
Hızlı geldi pizza güzeldi teşekkürler.,1
Kötüydü.,0
Usta ellerine sağlık.,1
Çorbası da pilavı da turşusu da yediğim en tazelerindendi. Kalite takıntısı olanlar arkasına bakmadan versin siparişi. Ellerinize sağlık.,1
Çok tuzluydu.,0
Hem lezzetli hem de sıcacık geldi siparişlerim. Porsiyon da boldu bu zamanda böyle tok satıcı zor. Artık her acıktığım da aklıma gelecek tek adres. Ellerinize sağlık. Çok güzeldi.,1
"Ezogelin çorbası istedim mercimek çorbası geldi, kavurma miktarı çok azdı ve. Yağlı idi hazır kavurmadan yapılmış gibiydi. Daha iyi olabilirdi.",1
Çorba çok kötüydü inanılmaz yağlı hız çok iyiydi kurye çok kibar tavuk pilavı sipariş verdiğinizde covid olanları anlayabilirsiniz tat tuz yok saman gibi.,0
Çorba berbat gerçekten noodle daki sebzeler doğru düzgün pişmemiş aldante olması için çiğ bırakılmış çok beğenemedik dana etli noodle daki et simsiyah olmuştu kuru kuru :/ üzdü.,0
Amazing taste and quality for both items!,1
"Oncelikle hayirli olsun yeni acilmissiniz. Noodle gayet lezzetliydi, azcik puan kirdim cunku tavuk parcalari biraz daha fazla olabilirdi. Kucuk kucuk olmalari hosuma gitti ama, baska restoranlarda kocaman koyuyolar. Biraz daha fazla olsun. Bi de yanina sos soyleyebilmeliyiz. Eyyorlamam bu kadar.",1
Cigkofte kesinlikle sizin işiniz.,1
Hiz ve serviste sorun yok ancak cok lezzetsiz cigkofte kum gibiydi.,0
Süper hızlı servis ve her zamanki lezzet. Tam istediğim malzemelerle geldi. Teşekkürler. :).,1
Acisi tam kivamindaydi cok tesekkurler lezzetli.,1
İyi.,1
Fatih kardeşim ellerine sağlık.,1
Hiç bi zaman gelmeyen sipariş :) siparişi verdikten 1 saat sonra yemeksepetinden aradılar iptal etmek istemişssiniz dediler hayır eğer restoran gönderemiycekse iptal edebilirsiniz dedim restoranı aradılar restoran bu seferlik geç kaldığı için ikram etmek istedi siparişiniz yolda dendi ve hiç gelmedi.,0
Daha iyi olmalı.,0
Herşey çok kötüydü. Tam tamına 1 saatte geldi. Ayrıca nar ekşisi bol koyarsanız sevinirim dedim hiç koymadınız. Keşke ekmek kazandığınız işinizi biraz daha düzgün yapsanız.,0
Eklerinize saglik.,1
"Hem 10 dkda geldi hem de çok lezzetliydi, teşekkürler...",1
Ne yesil sogan var ne domates ne roka cig kofte miktari o kadar azdiki verilen parayi haketmiyorbir daha asla.,0
Sözde ultra mega durum bildiğin sigara böreği gibi gelmiş hiç bir şey yok içinde göbeği basıp gondermissiniz.,0
Soguk gelmese cok lezzetli.,1
Lezzetli ama soguk olunca bi anlami kalmiyor...,0
"Margherita verace pizza, meet busters pizza inanılmaz özenli malzemelerle hazırlanmış, mükemmel lezzetli pizzalar. Hergün yeni bir pizza deniyoruz. Hepsi çok güzel. Bu pizzaların tek kötü tarafı müptelası olup, kilo alacağınızı bilmek. :(yine de teşekkürler nappo. :).",1
"Müthiş bir pizza! Umarım indiriminiz devam eder, iyi çalışmalar.",1
Hizmetide hızıda çok iyidi lezzete zaten söylenecek bişey bulamıyorum o kötü beğenmeyen yorumlarıda hiç anlamıyorum yaklaşık 1 yıldır buradan söylüyorum gönül rahatlığıyla söyleyebilirsiniz.,1
Çok lezzetsiz ve eksik ne kara biber ne limon pılav erimiş pirinci.,0
Teşekkürler.,1
"Ev yemekleri için beklentimin üstündeydi, devam edeceğim, teşekkürler.",1
Kesinlikle tavsiye etmiyorum. Siparis verdikten 68 dakika sonra geldi buz gibiydi ve patates püresi yataginda kofte dedikleri sey avuc icinden daha kucuk. Asla doyurucu degil paraniza yazik olmasin.,0
Lezzetli yemekler paketlemesi iyi ikram içinde ayrıca teşekkürler hayırlı işler.,1
Muhteşem lezzet ikram içinde teşekkür ederim.,1
Her şey çok iyiydi çilekli mag ve krokanlı pastayı öneririm. Paketleme de çok tatlıydı:)damakta güzel lezzet bıraktı tekrar söyleyeceğim:)viaport houses suites sakinleri önerir:))).,1
Hızlı servis için teşekkür ederiz. 4-6 kişilik pasta emsallerine göre küçüktü. Tazeydi ancak pastaya yer fıstığı hiç yakışmamıştı.,1
Muzlu çikolata istememe rağmen beyaz çikolatalı gelmiştir.,0
"Hızlı teslimat için teşekkür ederim. Elinize sağlık, çok güzeldi ekler.",1
Bayattı.,0
Bayat pasta geldi.,0
Frambuazlı pastanın resimdeki ürünle alakası yoktu ve pastanın içinde bir tane bile frambuaz meyvesi yoktu. Bence ismi değiştirilip frambuaz soslu pasta yapılmalı.,0
Hızlı güzel kaliteli teşekkürler.,1
Ürün çok hızlı bir şekilde geldi kurye arkadaş güleryüzlü ve nazikti. Ancak waffle buz gibi geldi bu kadar hızlı gelmesine rağmen soğuk gelmesinin nedeni daha önceden yapılmış sipariş gelince gönderilmiş olmasıdır bir daha burayı tercih ediceğimi sanmıyorum.,0
Geç geldi tadı vasattı.,0
Gerçekten güzeldi elinize sağlık.,1
Servis konulmamisti isaret etmemize ragmen. Hamur kotu kokuyordu. Ortanın biraz altı.,0
Karışık kebap söyledik efsaneydiiiii.,1
Hayatımda yediğim en kötü adana dürüm sıralamasında ilk üçü oynar. Buradan adana dürüm yiyip çok beğendim diyen birinin damak zevkini ciddi sorgulaması gerekiyor. Buradan vereceğim ilk ve son sipariş oldu. Teşekkürler.,0
Güzeldi.,1
Herzamanki gibi çok lezzetli. Küçük jestiniz içinde çok teşekkürler.,1
"Siparişte çorba en son konup servise gönderilir ki soğuk gelmesin, tam tersini yaparsan müşteri soğuk çorba yer ki çorba isteyen müşterinin en önemli isteği içini ısıtan bir çorba içmektir.",0
Kurye hızlı geldi okey sipariş zamanindan önce geldi ama çorba soğuk geldi soğuk havada sıcak corba içelim diyorux soğuk geliyor.,0
Arkadaşım tavsiye etti lahmacunları çok güzel diye gerçekten çok iyi tavsiye ederim hep böyle kaliteli kalın yavuz başar.,1
Kurye bey çok kibardı ürünler lezzetliydi ikram için teşekkürler.,1
Hız şahaneydi ışık hızında teslimat diyebiliriz.. Lezzet efsaneydi mercimek corbalarını herkese tavsiye ederim :).,1
Biraz daha özenn gostermelisiniz.,0
Tavuk yapmayı bilmiyorsunuz aşırı kötü aşırı lezzetsiz pilav lapa siz tavuğu ziyan ediyorsunuz self servis yapın biz ızgarınızda aynı fiyata pişiririz.,0
Hem hızlı hem lezetli elerinize sağlık teşekürler.,1
Harikaydı herzamanki gibi ellerinize saglik.,1
Normalde siparişi iptal edebilme hakları vardı ve beni arayarak sadece biraz gecikebileceği için anlayış göstermemi istediler. Siparişimi iptal etmediler. Bunun için ayrıca teşekkür ederim bu restorana. Lezzeti ayrıca güzelo kadar güzel ki kuryenin yersiz kaba saba hareketlerını bile görmüyorsunuz :).,1
Köfte ekmek dediğin soğanı olur domatesi biberi patatesi okur içinde yarım ekmeğin arasına köfteden başka bişey toktu tadıda iyi değildi.,0
"Bu güne kadar yemeksepetinden verdiğim en kötü siparişti. Tam 1 saat 10 dk sürdü gelmesi. Patso bildiğiniz okullarda satılan patatesli. İçinde azıcık patates, zaten buz kesmişler. Falafel çok kötüydü ve altına pörsümüş domates dizmişler yenecek gibi degil. Çok çok çok kötü.",0
Elinize sağlık.,1
Hatikaydı elinize sağlık.,1
Coookkk ıyıdı tesekurler hersey ıcın.,1
"Köfte çiğ geldi ve malzeme azdı, geçersiz.",0
Sipariş 1saate geldi kofete coook kötü rezalet eksik soguk geldi deyin görürsünüz.,0
Patsoyu kötü yapan bir sizi gördüm tebrik ederim.,0
Yeşillik üstüne yanmış 6 tane falafel ve 30 tl yazık valla.,0
Tek kelime ile cok kotu. Koftenin ustune 1 parmak kimyon atildigini ilk kez gordum. Notlara bakilmiyor. Kofteler resmen yanikti. Tavsiye etmiyorum. 30 tl verdim pismanim.,0
Adamsın çok sağolun karnımız doydu hep alıcam.,1
Güzeldi.,1
Pizza biraz tuzsuzdu.,1
Elinize emeğinize sağlık kurye arkadaşa çok teşekkür ederim.,1
Hic memnun kalmadim ilk defa siparis vermeme rağmen siparisim gelmeden yorumumu dahi yaptim yok boyle bir sey gercekten...,0
Beni bugün çok üzdünüz severek sipariş veriyordum bugün sipariş geldiği gibi çöpe atmak zorunda kaldım kurye arkadaş pizzayı ters çevirmiş desem yeridir. Hiçbir şekilde yiyilmiyordu daha dikkatli olmanızı tavsiye ederim daha da sipariş vermem sanırım.,0
Güzeldi ellerinize sağlık.,1
80 dakikada ucu ucuna geldi gelen pizza buz gibiydi hic tat alamadık sorunun ne olduğunu anlayamadık gerekli açıklamada yapılmadı.,0
Parsoyonlar aşırı ufak.,0
Bozulmuş ve yemeye uygun olmayan yiyecekler.,0
Keşke yanık waffle göndermeseydiniz.,0
Lezzetliydi ve hızlı geldi notlara dikkat ediyorlar.,1
Semifreddo bağımlılık yaptı resmen. Günlerdir çıkmadığı için çok üzgünüm. Beklemedeyim :d.,1
Beyaz çikolatalı fondü resmen çikolatası suydu hiç lezzeti yoktu.,0
Profiterol bayattı.,0
Vegan ürünlerinizi severek tüketiyordum ancak vegan sosislinin ekmeğinin üzerinde yumurta olması ile sarsıldım!,0
Maalesef deneyelim dedik ama yiyemedik..,0
Malzemelerde paket lastiği not edilmemiş bilseydim çıkartılmasını isterdim.,0
Ekmek fena halde bayattı ve tavuklar da kuruydu maalesef. Onun dışında gelen soslar ve patates iyi olduğu için teşekkür ederim. Tavuk sandviç geliştirilmeli.,1
Izgara tavuk istedim. Her zaman sipariş verdiğimiz yer. Ancak tavuk kokuyordu yiyemedim paketinde geri iade ettim. Maalesef kaliteyi düşürmüşsünüz.,0
Not yazdığım halde ıslak mendil ve peçete yoktu.,1
Çok iyiydi ennvai çeşit farklı sos göndermişler teşekkürler.,1
"Yoğurltu pideli köfte sipariş ettim daha kötüsünü yememiştim gerçekten berbattı. Köfteler taş gibiydi altındaki ekmek kurumuş basbayat içinde doğrudüzgün yoğurt bile yoktu güya manda yoğurdu ile servis ediliyordu. Bir daha asla, o sipariş için ödediğim parayı haketmediniz!",0
İlk kez dışarıdan söylediğimiz bir pizzayı gerçekten beğendik. Ellerinize sağlık.,1
"Ağzımı açık bıraktı restoran önce hızıyla, siparişimi verip derse tam döndüm ki arandım kurye tarafından. Odada ise bir şok daha yaşadım, o nasıl güzel bir lezzetti... Ayrıca sunum da dört dörtlük, ekstra verilen zeytinyağı güzel bir incelik. Umarım hep joker verirsiniz. Ellerinize sağlık hepinizin.",1
Siparisim cok kisa surede geldi ama paketi actigimizda peynirlerin dahi eriyemedigi pismemis bir hamurla karsilastik.. İnternete girip telefonunu bulup aramak istedik ama telefonlari hicbirsekilde yer almior sadece adres bilgileri mevcut. Dolayisiyla siparisimiz cop oldu. Nasil gonderirsiniz bu hamuru.,0
"Genel olarak basarili, kenarlari fazla sert geldi. Cevrede bu tarz pizza yapan yok, ve tek pizza ciddi doyuruyor.",1
İlgi ve alaka son derece iyi. Yağlı diye yorum yapanlara sadece gülüyorum. Zincir pizzacı alışmışlar. Arayıp bilgilendirme yapmanız çok memnun edici iyiki varsınız.,1
Vegan pizzası hakkında cok olumlu yorumlar var diye denememize rağmen lezzeti malesef güzel değildi. Domates sosu ve hamuru kurumuş ve yanmıştı. Peynir yok denecek kadar azdı tek güzel detayı kavrulmuş otlarıydı. Ayrıca üzerine serilen cevizlerin amacını anlayamadık.,0
Her zamanki gibi lezzetli.,1
Çok soğuk ve geç geldi ayrıca tavuk bayat gibiydi kötü kokuyordu asla tavsiye etmem.,0
Tavuklar pişseydi guzel olurdu patatesler bayattı.,0
"Buz gibi havaya rağmen çorba sıcacık geldi, sulu yemekler de lezzetli, böyle devam, elinize sağlık.",1
Hızlı geldi sıcaktı.,1
"Gayet lezzetli, paketleme konusunda da çok iyiler. Bir sorun yok işlerini güzel yapıyorlar..",1
Lahmacunun yanında verdikleri salata yetersiz onun dışında lezzet güzel.,1
"Etin tadi kotuydu yiyemedik, ezmede sadece tomates tadi vardi, patates cok yagliydi.",0
Sarımsaklı lahmacun iyiymiş gerçekten. Sipariş hızlı gelmesine rağmen biraz soğuktu ama olacak o kadar.,1
Çok bozdular.,0
Sıcak ve lezzetli teşekkürler.,1
Soğuk ve şerbeti geldi. Hic tadı yoktu. Paketlemesi güzeldi ama dedigim gibi şekersiz serbetsiz.,0
Lahmacun harcında bolca kıkırdak vardı.,0
"Üzeri kurumuş, çatlamış derecede bayat ürünü müşteriye göndermek üzere paketlerken utanır insan ama...",0
Çok hızlı geldi. Fettucine alfredo söylemiştim gayet lezzetliydi. Fiyatları da çok uygun. Teşekkür ederiz.,1
Gayet güzeldi her sey.,1
Çorba birazcık fazla sulu idi diğerleri oldukça lezzetliydi.,1
Cok kucuk coook.,0
20-30 dakika verilen sürede siparişi 1 saatte anca getirdiler. Haliyle buz gibi yemek zorunda kaldım. Sicak yemiş olsaydım belki güzel olabilirdi.. Kar kış olsa tabiki de anlayışlı olurum. Ama burda masum düşünemiyorum kusura bakmayın.,0
Eski yuvarlak köftenizi değiştirmişsiniz hiç güzel değildi yolladığınız üzgünüm marina köfte sandvic lezzetinde değildi kalite düşmüş.,0
